specimen_id,excerpt,location,context_tags,tone_flags
S0150,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/6850214a-75a8-8006-8509-fb171f4bfe4e__Python Extract Program Setup.json:L2123-L2123,naming,forensic|punitive|procedural
S0151,"""text"": ""fileciteturn0file2\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/68505665-5060-8006-9642-13186158198e__Repo Manifest Request.json:L13211-L13211,naming,forensic|punitive|procedural
S0152,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/68505aed-0340-8006-9ebb-fcfe52adfe5c__Ultraslice Project Setup.json:L345-L345,naming,forensic|punitive|procedural
S0153,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/68505aed-0340-8006-9ebb-fcfe52adfe5c__Ultraslice Project Setup.json:L719-L719,naming,forensic|punitive|procedural
S0154,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/68505aed-0340-8006-9ebb-fcfe52adfe5c__Ultraslice Project Setup.json:L795-L795,naming,forensic|punitive|procedural
S0155,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/68505aed-0340-8006-9ebb-fcfe52adfe5c__Ultraslice Project Setup.json:L951-L951,naming,forensic|punitive|procedural
S0156,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/68505aed-0340-8006-9ebb-fcfe52adfe5c__Ultraslice Project Setup.json:L1031-L1031,naming,forensic|punitive|procedural
S0157,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1102-L1102,naming,forensic|punitive|procedural
S0158,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1499-L1499,naming,forensic|punitive|procedural
S0159,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1670-L1670,naming,forensic|punitive|procedural
S0160,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1746-L1746,naming,forensic|punitive|procedural
S0161,"""text"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1879-L1879,naming,forensic|punitive|procedural
S0162,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1979-L1979,naming,forensic|punitive|procedural
S0163,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L2159-L2159,naming,forensic|punitive|procedural
S0164,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L2239-L2239,naming,forensic|punitive|procedural
S0165,"""snippet"": ""# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L2379-L2379,naming,forensic|punitive|procedural
S0166,"""text"": ""fileciteturn0file4\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/68a07f15-b7d8-832f-91bd-5c72a113f277__Process chatlog extract.json:L439-L439,naming,forensic|punitive|procedural
S0167,"""text"": ""fileciteturn0file3\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L387-L387,naming,forensic|punitive|procedural
S0168,"""text"": ""fileciteturn0file3\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L1083-L1083,naming,forensic|punitive|procedural
S0169,"""text"": ""fileciteturn0file3\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L1188-L1188,naming,forensic|punitive|procedural
S0170,"""snippet"": ""fileciteturn0file3\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L1536-L1536,naming,forensic|punitive|procedural
S0171,"""snippet"": ""fileciteturn0file3\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L1636-L1636,naming,forensic|punitive|procedural
S0172,"""text"": ""fileciteturn3file3\n\n# 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-METAFILE.dmpx\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️ULTRA-METAFILE☠️—v1.4.0 — ALL MEMORY. NO MERCY. \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > THIS IS THE CANONICAL DØPEMÜX SYSTEM METAFILE. \\033[1;33m║\n║\\033[0;36m > If you break ritual,",dopemux_voice_input/conversations/68a08688-6224-8327-8dae-8604b0a1daaf__Explain assistant usage.json:L6059-L6059,naming,forensic|punitive|procedural
S0173,"""**Absolutely. Here’s a maximal, dopemux-compliant, v1.4.0 priming prompt** for the **very first run** in your project. \nThis is designed for ChatGPT/LLM use, but it’s also",dopemux_voice_input/conversations/684cc2a1-3a1c-8006-a40c-b7b6bbda6bf1__UBERSLICER Extraction Ritual.json:L5463-L5463,naming,forensic|punitive|procedural
S0174,"""```shell\n# [OK] — DEEP-DIVE: PER CATEGORY (ULTRA-CHAT CHUNKS 1–10)\n\n────────────────────────────────────────────────────────────────────────────\n## DEEP-DIVE CATEGORY ANALYSIS — **ULTRA-CHAT CHUNKS 1–10**\n\n**Below:** Each core category is traced through the actual text",dopemux_voice_input/conversations/684e976b-8034-8006-94aa-fdbe4a7b3459__dopemux Ultra-Context Dump.json:L1640-L1640,tagline,forensic|punitive|procedural|kinky-coded
S0175,"""what are the '''\n# 💊 DØPEMÜX — MASTER SPEC (DS-L2.md)\n\n---\n\n## 🔥 Executive Snapshot\n\ndopemux is a terminal-native, forensic, dopamine-maximal context and audit engine for ADHD-fueled, agent-driven",dopemux_voice_input/conversations/684ff917-b4e0-8006-88b6-c64ac6593471__Terminal Ritual Block Overview.json:L2319-L2319,roast,forensic|punitive|procedural
S0176,"""**Objective:** Apply the approved spec patches by emitting the fully updated files, then show you exactly how to use the one-liner locally.\n\nQuick note: I don’t",dopemux_voice_input/conversations/68a26602-0b8c-8331-ba6b-1806389a9e9c__Unfreeze deep research.json:L12705-L12705,instruction,anti-fluff|forensic|punitive|procedural
S0177,"""**Objective:** give you the absolute fewest steps to land the spec changes—one paste, one run, one commit—on macOS (kitty + zsh).\n\n**Assumptions:** you’re at the repo",dopemux_voice_input/conversations/68a26602-0b8c-8331-ba6b-1806389a9e9c__Unfreeze deep research.json:L15137-L15137,instruction,anti-fluff|forensic|punitive|procedural
S0178,"""**Objective:** Provide the full, updated contents of each spec file so you can paste them locally and commit.\n\n**Assumptions & open questions:** \n- Target files: `INTERFACES.md`,",dopemux_voice_input/conversations/68a26602-0b8c-8331-ba6b-1806389a9e9c__Unfreeze deep research.json:L21158-L21158,instruction,anti-fluff|forensic|punitive|procedural
S0179,"""text"": ""updated_interfaces = \""\""\""Title: Interfaces & Contracts \nStatus: Draft | Owner: You | Last Updated: 2025-08-17 PT\n\nPrinciples\n- Local-first; deterministic; provenance; mandatory pre-cloud redaction; evidence-based outputs;",dopemux_voice_input/conversations/68a26602-0b8c-8331-ba6b-1806389a9e9c__Unfreeze deep research.json:L21643-L21643,instruction,anti-fluff|forensic|punitive|procedural
S0180,"""code"": ""updated_interfaces = \""\""\""Title: Interfaces & Contracts \nStatus: Draft | Owner: You | Last Updated: 2025-08-17 PT\n\nPrinciples\n- Local-first; deterministic; provenance; mandatory pre-cloud redaction; evidence-based outputs;",dopemux_voice_input/conversations/68a26602-0b8c-8331-ba6b-1806389a9e9c__Unfreeze deep research.json:L21702-L21702,instruction,anti-fluff|forensic|punitive|procedural
S0181,"""Objective: show you exactly what changed (and what, if anything, was lost) by giving a unified diff for each file and then the full, final",dopemux_voice_input/conversations/68a26602-0b8c-8331-ba6b-1806389a9e9c__Unfreeze deep research.json:L22940-L22940,instruction,anti-fluff|forensic|punitive|procedural
S0182,"""```markdown\n# ☠️ DØPEMUX ULTRA-RITUAL — **LAW OF THE FILTH DAEMON** \n> This document is not a suggestion. This is the binding law of dopemux. \n>",dopemux_voice_input/conversations/684d9f5c-f3f4-8006-93d4-8a94ebbdf26b__Dopemux Product Design.json:L3502-L3502,tagline,forensic|punitive|procedural
S0183,"""**Understood. Here’s a **complete extraction and canonical reference** for all **prompt engineering, meta-prompts, embedded prompt instructions, and prompt-tuning techniques** present in the DØPEMÜX forensic spec.",dopemux_voice_input/conversations/684e6d76-8554-8006-8020-2d6d852c4c2e__Spec Extraction Request.json:L1005-L1005,naming,forensic|punitive|procedural|kinky-coded
S0184,"""```shell\n# [OK] OUTPUTTING: FULL OMNIBUS BUILD-READY SPEC\n\n────────────────────────────────────────────────────────────────────────────\n# 💊 DØPEMÜX — OMNIBUS CANONICAL SPEC (UBERSLICER OMNIBUS v1.2)\n\n---\n\n## 🔥 Executive Snapshot\n\n**dopemux** is a terminal-native, forensic, dopamine-maximal extraction",dopemux_voice_input/conversations/684e7b06-1018-8006-9b10-47ef27532a7b__Omnibus Data-Set Synthesis.json:L1260-L1260,roast,forensic|punitive|procedural|kinky-coded
S0185,"""```shell\n# [OK] CONTINUING: OMNIBUS FULL SPEC (DS-L2.md + PRIOR CORPUS)\n────────────────────────────────────────────────────────────────────────────\n\n## [CATEGORY 12] — AUDIT & LOGGING\n\n- **Audit Trail:** Every action, extraction, validation, merge, roast, and",dopemux_voice_input/conversations/684e7b06-1018-8006-9b10-47ef27532a7b__Omnibus Data-Set Synthesis.json:L4113-L4113,naming,forensic|punitive|procedural|kinky-coded
S0186,"""Terminal dopamine engine, **all canonical prompts loaded**. \nThis is a direct extraction and *meta-synthesis* from your ritualized, block-indexed prompt set, system schema, and design files",dopemux_voice_input/conversations/6853f191-9014-8006-9f64-6cee49ad227e__Ultraslicer Overview.json:L1418-L1418,tagline,forensic|punitive|procedural
S0187,"""result"": ""# 【0†ACCEPTANCE_CRITERIA.md†file-VYo7NedH6SaFWZPTgTu1Yh】\nContent source: Source.file\nTitle: ACCEPTANCE_CRITERIA.md\nCitation Marker: fileciteturn3file0\nContent Snippet:\n[L1] Title: Acceptance Criteria\n[L2] Status: Draft | Owner: You | Last Updated: 2025-08-15 PT\n[L3] \n[L4] - Extract",dopemux_voice_input/conversations/68a0e1ce-4054-8328-96a0-d56d3122d71d__Cloud enrichment file creation.json:L7062-L7062,instruction,anti-fluff|forensic|punitive|procedural
S0188,"""# 💊 DØPEMÜX — TERMINAL PRIMING PROMPT (FULL INSTRUCTIONS) v1.4.0\n# FILE: 💊DØPEMÜX-☠️UBERSLICER☠️—TFE-INSTRUCTION.txt\n# STATUS: FORMATTED, PATCHED, COMPLIANT\n\n\\033[1;33m╔════════════════════════════════════════════════════════════════════════════════════════╗\n║\\033[1;35m 💊 DØPEMÜX-☠️UBERSLICER☠️—TFE-INSTRUCTION ULTRA RITUAL — v1.4.0 \\033[1;33m║\n╠════════════════════════════════════════════════════════════════════════════════════════╣\n║\\033[0;36m > SYSTEM:",dopemux_voice_input/conversations/684ce2b2-cb00-8006-8f26-18b37b15e378__Dopemux Terminal Initialization.json:L158-L158,naming,forensic|punitive|procedural
S0189,"""**Acknowledged.** \nI have fully ingested the massive, zero-loss spec dump you provided—`dopemux_forensic_spec_FULL copy.md`. \nGiven the directive, every detail, fragment, and contradiction is surfaced—no paraphrase, no",dopemux_voice_input/conversations/684e6d76-8554-8006-8020-2d6d852c4c2e__Spec Extraction Request.json:L417-L417,tagline,forensic|punitive|procedural|witty|kinky-coded
S0190,"""Perfect. Here are **detailed, canonical schema files** for every major DØPEMÜX data structure—**chunk extraction, memory, devlog, tags, audit, persona, plugin, config, and extension files**—with strict",dopemux_voice_input/conversations/684e6d76-8554-8006-8020-2d6d852c4c2e__Spec Extraction Request.json:L585-L585,naming,forensic|punitive|procedural|kinky-coded
S0191,"""text"": ""<<<ARTEFACT_BEGIN label=\""DEV-SPECS_chunk_001\"" type=\""markdown\"">>>\n**Acknowledged.**\nI have fully ingested the massive, zero-loss spec dump you provided—`dopemux_forensic_spec_FULL copy.md`.\nGiven the directive, every detail, fragment, and contradiction is surfaced—no paraphrase,",dopemux_voice_input/conversations/684e7b06-1018-8006-9b10-47ef27532a7b__Omnibus Data-Set Synthesis.json:L1014-L1014,naming,forensic|punitive|procedural|witty|kinky-coded
S0192,"""text"": ""<<<ARTEFACT_BEGIN label=\""rip1_chunk_003\"" type=\""markdown\"">>>\n# ultra_prompt.md — v4.1\n[Intro and context schema; schema matches system.md but intro reworded for better context recall]\n\n\n\t•\t[Why] Reference for prompt design; critical",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L1711-L1711,tagline,forensic|procedural|witty|kinky-coded
S0193,"""text"": ""<<<ARTEFACT_BEGIN label=\""rip1_chunk_003\"" type=\""markdown\"">>>\n# ultra_prompt.md — v4.1\n[Intro and context schema; schema matches system.md but intro reworded for better context recall]\n\n\n\t•\t[Why] Reference for prompt design; critical",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L4246-L4246,tagline,forensic|procedural|witty|kinky-coded
S0194,"""```shell\n# ☠️ dopemux UBERSLICER — MAX DETAIL PER CATEGORY — FULL TECHNICAL BREAKDOWN\n\n─────────────────────────────\n### 1. Extraction Engine\n\n*Purpose* \nUltra-granular, forensic extraction system that processes raw artefacts (chat",dopemux_voice_input/conversations/684e838c-4eac-8006-b7bf-af5bb5901fce__Dopemux Omnibus Data-Spec.json:L6194-L6194,naming,forensic|punitive|procedural
S0195,"""```shell\n# [OK] — CATEGORY HARVEST: MEX DETAIL, CHUNKED (ULTRA-CHAT 1–10, SCHEMA/MANIFEST/COMPLIANCE)\n\n────────────────────────────────────────────────────────────────────────────\n## SCHEMA / MANIFEST / COMPLIANCE — MAX-EXPANDED DETAIL (MEX), CHUNK 2\n\n─────────────────────────────\n### Canonical Schema Law",dopemux_voice_input/conversations/684e976b-8034-8006-94aa-fdbe4a7b3459__dopemux Ultra-Context Dump.json:L1895-L1895,roast,forensic|punitive|procedural
S0196,"""```shell\n# [OK] — CATEGORY HARVEST: MEX DETAIL, CHUNKED (ULTRA-CHAT 1–10, SUMMARY/FINAL NOTES)\n\n────────────────────────────────────────────────────────────────────────────\n## SUMMARY / FINAL NOTES — MAX-EXPANDED DETAIL (MEX), CHUNK 17\n\n─────────────────────────────\n### Cross-Category Observations\n\n- **Everything",dopemux_voice_input/conversations/684e976b-8034-8006-94aa-fdbe4a7b3459__dopemux Ultra-Context Dump.json:L3255-L3255,tagline,forensic|punitive|procedural|kinky-coded
S0197,"""```shell\n# [OK] — DEEP_RIP: OMNIBUS PROTOCOL — ULTRA-CHAT 11–20, FULL SCHEMA, ATOMIC BLOCKS\n\n────────────────────────────────────────────────────────────────────────────\n## SUMMARY OF BLOCKS (EXPLICIT, LOSSLESS, READY FOR RAG/PIPELINE)\n\n─────────────────────────────\n### Block 11-001: Protocol Compliance",dopemux_voice_input/conversations/684e976b-8034-8006-94aa-fdbe4a7b3459__dopemux Ultra-Context Dump.json:L4838-L4838,tagline,forensic|punitive|procedural
S0198,"""```shell\n# DØPEMUX OMNIBUS TERMINAL — PHASE 2 PROMPT REVIEW\n\n> [OK] — PHASE 2: Hybrid Output & Synthesis Protocol — STATUS: RITUAL-COMPLIANT (v1.4.0)\n> [CONTEXT] Reviewing phase",dopemux_voice_input/conversations/684ffda5-9c74-8006-a015-0bedc66da4de__Dopemux Phase 2 Review.json:L657-L657,tagline,forensic|punitive|procedural
S0199,"""```shell\n# 💊 DØPEMUX — FULL PROJECT FILE SET (v1.4.0+) — **UPGRADED & OPTIMIZED**\n\n─────────────────────────────────────────────────────────────\n# 0️⃣ **OVERVIEW**\n- All canonical project files, fully ritualized, filth/audit escalated, and pipeline-optimized.\n-",dopemux_voice_input/conversations/684ffda5-9c74-8006-a015-0bedc66da4de__Dopemux Phase 2 Review.json:L1671-L1671,tagline,forensic|punitive|procedural
S0200,"""run ULTRASLICE PROJECT EDITION: '''\n\n# 💊 DØPEMÜX ULTRASLICER — O3 BUILD INSTRUCTIONS (VS CODE RITUAL EDITION)\n\n---\n\n## 1. **Directory Structure**\n\n```\ndopemux_ultraslicer/\n├── dopemux_ultraslicer.py\n├── dopemux_utils.py\n├── dopemux_terminal.sh\n├── dopemux_terminal.zsh\n├── config.yaml\n├── README.md\n└──",dopemux_voice_input/conversations/68505aed-0340-8006-9ebb-fcfe52adfe5c__Ultraslice Project Setup.json:L146-L146,naming,forensic|punitive|procedural|kinky-coded
