src/dopemux/cli.py:19:import signal
src/dopemux/cli.py:51:from .adhd import AttentionMonitor, ContextManager, TaskDecomposer
src/dopemux/cli.py:142:    "focused": {
services/adhd_engine/domains/attention/overwhelm_detector.py:395:        Dict with level, signals, actions
services/adhd_engine/domains/attention/overwhelm_detector.py:400:    level, signals = await detector.check_overwhelm(user_id, current_state)
services/adhd_engine/domains/attention/overwhelm_detector.py:401:    actions = detector.generate_circuit_breaker_actions(level, signals)
services/adhd_engine/domains/attention/overwhelm_detector.py:405:        "overwhelm_level": level.value,
services/adhd_engine/domains/attention/overwhelm_detector.py:406:        "signals": [
services/adhd_engine/domains/attention/overwhelm_detector.py:408:                "type": s.signal_type,
services/adhd_engine/domains/attention/overwhelm_detector.py:412:            for s in signals
services/adhd_engine/domains/roast-engine/roast_engine/templates.py:144:            "I'm the gremlin saint who drinks your tears like telemetry and still roasts my own uptime.",
services/adhd_engine/domains/attention/hyperfocus_guard.py:2:Hyperfocus Detection & Protection
services/adhd_engine/domains/attention/hyperfocus_guard.py:4:Detects hyperfocus states and provides protection mechanisms:
services/adhd_engine/domains/attention/hyperfocus_guard.py:8:- Track hyperfocus sessions for pattern analysis
services/adhd_engine/domains/attention/hyperfocus_guard.py:9:- Post-hyperfocus crash detection and recovery
services/adhd_engine/domains/attention/hyperfocus_guard.py:23:class HyperfocusPhase(Enum):
services/adhd_engine/domains/attention/hyperfocus_guard.py:24:    """Hyperfocus session phases."""
services/adhd_engine/domains/attention/hyperfocus_guard.py:26:    BUILDING = "building"  # Entering hyperfocus (15-30min)
services/adhd_engine/domains/attention/hyperfocus_guard.py:27:    ACTIVE = "active"  # Full hyperfocus (30-90min)
services/adhd_engine/domains/attention/hyperfocus_guard.py:30:    CRASHED = "crashed"  # Post-hyperfocus crash
services/adhd_engine/domains/attention/hyperfocus_guard.py:34:class HyperfocusSession:
services/adhd_engine/domains/attention/hyperfocus_guard.py:35:    """Hyperfocus session tracking."""
services/adhd_engine/domains/attention/hyperfocus_guard.py:49:    """Protection action taken during hyperfocus."""
services/adhd_engine/domains/attention/hyperfocus_guard.py:56:class HyperfocusGuard:
services/adhd_engine/domains/attention/hyperfocus_guard.py:58:    Protect hyperfocus sessions while preventing burnout.
services/adhd_engine/domains/attention/hyperfocus_guard.py:61:    - Detects hyperfocus entry (30+ min sustained focus)
services/adhd_engine/domains/attention/hyperfocus_guard.py:66:    - Detects post-hyperfocus crashes
services/adhd_engine/domains/attention/hyperfocus_guard.py:77:        Initialize hyperfocus guard.
services/adhd_engine/domains/attention/hyperfocus_guard.py:82:            critical_threshold_minutes: When hyperfocus becomes dangerous
services/adhd_engine/domains/attention/hyperfocus_guard.py:91:        self.active_sessions: Dict[str, HyperfocusSession] = {}
services/adhd_engine/domains/attention/hyperfocus_guard.py:92:        self.session_history: List[HyperfocusSession] = []
services/adhd_engine/domains/attention/hyperfocus_guard.py:105:        Check for hyperfocus and apply protection.
services/adhd_engine/domains/attention/hyperfocus_guard.py:118:        attention = current_state.get('attention_state', 'focused')
services/adhd_engine/domains/attention/hyperfocus_guard.py:122:        # Determine hyperfocus phase
services/adhd_engine/domains/attention/hyperfocus_guard.py:129:        if phase in [HyperfocusPhase.ACTIVE, HyperfocusPhase.EXTENDED, HyperfocusPhase.CRITICAL]:
services/adhd_engine/domains/attention/hyperfocus_guard.py:131:                # Start new hyperfocus session
services/adhd_engine/domains/attention/hyperfocus_guard.py:134:                logger.info(f"🧠 Hyperfocus session started for {user_id}")
services/adhd_engine/domains/attention/hyperfocus_guard.py:141:                "hyperfocus_active": True,
services/adhd_engine/domains/attention/hyperfocus_guard.py:149:        elif phase == HyperfocusPhase.CRASHED:
services/adhd_engine/domains/attention/hyperfocus_guard.py:159:                "hyperfocus_active": False,
services/adhd_engine/domains/attention/hyperfocus_guard.py:167:            if session and phase == HyperfocusPhase.NONE:
services/adhd_engine/domains/attention/hyperfocus_guard.py:171:                logger.info(f"Hyperfocus session ended normally for {user_id}")
services/adhd_engine/domains/attention/hyperfocus_guard.py:175:                "hyperfocus_active": False,
services/adhd_engine/domains/attention/hyperfocus_guard.py:185:    ) -> HyperfocusPhase:
services/adhd_engine/domains/attention/hyperfocus_guard.py:186:        """Determine current hyperfocus phase."""
services/adhd_engine/domains/attention/hyperfocus_guard.py:187:        # Check for crash (low energy after hyperfocus period)
services/adhd_engine/domains/attention/hyperfocus_guard.py:189:            return HyperfocusPhase.CRASHED
services/adhd_engine/domains/attention/hyperfocus_guard.py:191:        # Not in hyperfocus
services/adhd_engine/domains/attention/hyperfocus_guard.py:192:        if attention != 'hyperfocused':
services/adhd_engine/domains/attention/hyperfocus_guard.py:193:            if duration > 15 and attention == 'focused':
services/adhd_engine/domains/attention/hyperfocus_guard.py:194:                return HyperfocusPhase.BUILDING
services/adhd_engine/domains/attention/hyperfocus_guard.py:195:            return HyperfocusPhase.NONE
services/adhd_engine/domains/attention/hyperfocus_guard.py:197:        # In hyperfocus - determine severity
services/adhd_engine/domains/attention/hyperfocus_guard.py:199:            return HyperfocusPhase.CRITICAL
services/adhd_engine/domains/attention/hyperfocus_guard.py:201:            return HyperfocusPhase.EXTENDED
services/adhd_engine/domains/attention/hyperfocus_guard.py:203:            return HyperfocusPhase.ACTIVE
services/adhd_engine/domains/attention/hyperfocus_guard.py:205:            return HyperfocusPhase.BUILDING
services/adhd_engine/domains/attention/hyperfocus_guard.py:211:    ) -> HyperfocusSession:
services/adhd_engine/domains/attention/hyperfocus_guard.py:212:        """Start new hyperfocus session."""
services/adhd_engine/domains/attention/hyperfocus_guard.py:213:        return HyperfocusSession(
services/adhd_engine/domains/attention/hyperfocus_guard.py:221:        session: HyperfocusSession,
services/adhd_engine/domains/attention/hyperfocus_guard.py:222:        phase: HyperfocusPhase,
services/adhd_engine/domains/attention/hyperfocus_guard.py:246:        if phase == HyperfocusPhase.EXTENDED and session.warnings_shown == 0:
services/adhd_engine/domains/attention/hyperfocus_guard.py:252:        if phase == HyperfocusPhase.CRITICAL and session.warnings_shown == 1:
services/adhd_engine/domains/attention/hyperfocus_guard.py:262:    async def _trigger_auto_save(self, session: HyperfocusSession) -> Optional[ProtectionAction]:
services/adhd_engine/domains/attention/hyperfocus_guard.py:287:    async def _block_notifications(self, session: HyperfocusSession) -> Optional[ProtectionAction]:
services/adhd_engine/domains/attention/hyperfocus_guard.py:304:    def _show_gentle_reminder(self, session: HyperfocusSession, duration: float) -> ProtectionAction:
services/adhd_engine/domains/attention/hyperfocus_guard.py:306:        logger.info(f"⏰ Gentle reminder: {session.user_id} has been in hyperfocus for {int(duration)} min")
services/adhd_engine/domains/attention/hyperfocus_guard.py:316:    def _show_critical_warning(self, session: HyperfocusSession, duration: float) -> ProtectionAction:
services/adhd_engine/domains/attention/hyperfocus_guard.py:318:        logger.warning(f"⚠️ Critical warning: {session.user_id} has been in hyperfocus for {int(duration)} min")
services/adhd_engine/domains/attention/hyperfocus_guard.py:327:    def _get_phase_recommendation(self, phase: HyperfocusPhase) -> str:
services/adhd_engine/domains/attention/hyperfocus_guard.py:330:            HyperfocusPhase.BUILDING: "You're entering flow. Great! I'll protect your focus.",
services/adhd_engine/domains/attention/hyperfocus_guard.py:331:            HyperfocusPhase.ACTIVE: "Deep work mode active. I'm auto-saving and blocking distractions.",
services/adhd_engine/domains/attention/hyperfocus_guard.py:332:            HyperfocusPhase.EXTENDED: "⏰ You've been focused for 90+ minutes. Consider wrapping up soon.",
services/adhd_engine/domains/attention/hyperfocus_guard.py:333:            HyperfocusPhase.CRITICAL: "⚠️ You've been in hyperfocus for 2+ hours. Please take a break soon to prevent crash.",
services/adhd_engine/domains/attention/hyperfocus_guard.py:334:            HyperfocusPhase.CRASHED: "Post-hyperfocus crash detected. Time for recovery.",
services/adhd_engine/domains/attention/hyperfocus_guard.py:335:            HyperfocusPhase.NONE: "No hyperfocus detected."
services/adhd_engine/domains/attention/hyperfocus_guard.py:339:    def _generate_recovery_protocol(self, session: Optional[HyperfocusSession]) -> Dict[str, Any]:
services/adhd_engine/domains/attention/hyperfocus_guard.py:340:        """Generate recovery protocol for post-hyperfocus crash."""
services/adhd_engine/domains/attention/hyperfocus_guard.py:345:        # Longer hyperfocus = longer recovery
services/adhd_engine/domains/attention/hyperfocus_guard.py:368:        """Get statistics for user's hyperfocus sessions."""
services/adhd_engine/domains/attention/hyperfocus_guard.py:372:            return {"error": "No hyperfocus sessions recorded"}
services/adhd_engine/domains/attention/hyperfocus_guard.py:388:    def _get_pattern_recommendation(self, sessions: List[HyperfocusSession]) -> str:
services/adhd_engine/domains/attention/hyperfocus_guard.py:399:            return f"Your hyperfocus sessions average {int(avg_duration)} min. Consider shorter sessions with breaks."
services/adhd_engine/domains/attention/hyperfocus_guard.py:401:            return f"Healthy hyperfocus pattern. Average {int(avg_duration)} min sessions."
services/adhd_engine/docs/PHASE_3_IMPLEMENTATION.md:42:adhd_api_requests_total{endpoint="energy", method="GET", status="success"} 1250
services/adhd_engine/docs/PHASE_3_IMPLEMENTATION.md:43:adhd_api_request_duration_seconds{endpoint="energy", quantile="0.95"} 0.023
services/adhd_engine/docs/PHASE_3_IMPLEMENTATION.md:46:adhd_cache_hits_total{endpoint="energy"} 890
services/adhd_engine/docs/PHASE_3_IMPLEMENTATION.md:47:adhd_cache_misses_total{endpoint="energy"} 360
services/adhd_engine/docs/PHASE_3_IMPLEMENTATION.md:50:adhd_ml_predictions_total{endpoint="energy", prediction_type="energy"} 450
services/adhd_engine/docs/PHASE_3_IMPLEMENTATION.md:51:adhd_ml_prediction_confidence{endpoint="energy", quantile="0.5"} 0.82
services/adhd_engine/docs/PHASE_3_IMPLEMENTATION.md:168:    return f"adhd:{endpoint}:{user_id}:{':'.join(f'{k}:{v}' for k, v in params.items())}"
services/adhd_engine/docs/PHASE_3_IMPLEMENTATION.md:282:  adhd-engine:
services/adhd_engine/domains/wellbeing/social_battery_monitor.py:626:        if any(kw in title for kw in ["client", "executive", "board", "demo"]):
services/adhd_engine/core/failure_playbook.py:168:            # Create consensus prompt for task clarification
services/adhd_engine/core/failure_playbook.py:169:            consensus_prompt = f"""
services/adhd_engine/core/failure_playbook.py:183:                step=consensus_prompt,
services/adhd_engine/core/failure_playbook.py:185:                    {"model": "gpt-5", "stance": "for", "stance_prompt": "Provide detailed, structured breakdown"},
services/adhd_engine/core/failure_playbook.py:186:                    {"model": "claude-sonnet-4", "stance": "against", "stance_prompt": "Challenge assumptions and clarify requirements"},
services/adhd_engine/core/failure_playbook.py:187:                    {"model": "gemini-pro", "stance": "neutral", "stance_prompt": "Focus on practical implementation steps"}
services/adhd_engine/docker/mcp-servers/shared/cache.py:41:            "adhd_metrics": "cache:adhd:metrics:",
services/adhd_engine/event_emitter.py:48:            "source": self.source or "adhd_engine",
services/adhd_engine/event_emitter.py:107:        source: str = "adhd_engine_api"
services/adhd_engine/event_emitter.py:113:            event_type: Type of event (e.g., "claude_prompt_received")
services/adhd_engine/event_emitter.py:242:    CLAUDE_PROMPT_RECEIVED = "claude_prompt_received"
services/adhd_engine/event_emitter.py:262:async def emit_claude_prompt(
services/adhd_engine/event_emitter.py:263:    prompt_summary: str,
services/adhd_engine/event_emitter.py:264:    signals: Dict[str, Any],
services/adhd_engine/event_emitter.py:265:    adhd_state: Dict[str, Any]
services/adhd_engine/event_emitter.py:267:    """Emit event for Claude Code prompt analysis."""
services/adhd_engine/event_emitter.py:272:            "prompt_summary": prompt_summary[:100],  # Truncate for privacy
services/adhd_engine/event_emitter.py:273:            "signals": signals,
services/adhd_engine/event_emitter.py:274:            "adhd_state": adhd_state,
services/adhd_engine/event_emitter.py:276:        source="prompt_analyzer_hook"
services/adhd_engine/event_emitter.py:301:    prompt_hint: str = ""
services/adhd_engine/event_emitter.py:310:            "prompt_hint": prompt_hint[:50]
services/adhd_engine/core/feature_flags.py:14:        max_results = await adhd_config.get_max_results(user_id)
services/adhd_engine/core/feature_flags.py:73:            is_enabled("adhd_engine_serena", "serena", "developer1")
services/adhd_engine/core/feature_flags.py:78:            user_key = f"adhd:feature_flags:{feature}:user:{user_id}"
services/adhd_engine/core/feature_flags.py:86:        service_key = f"adhd:feature_flags:{feature}:service:{service}"
services/adhd_engine/core/feature_flags.py:94:        global_key = f"adhd:feature_flags:{feature}:global"
services/adhd_engine/core/feature_flags.py:115:        key = f"adhd:feature_flags:{feature}:service:{service}"
services/adhd_engine/core/feature_flags.py:121:        key = f"adhd:feature_flags:{feature}:service:{service}"
services/adhd_engine/core/feature_flags.py:135:        key = f"adhd:feature_flags:{feature}:user:{user_id}"
services/adhd_engine/core/feature_flags.py:141:        key = f"adhd:feature_flags:{feature}:user:{user_id}"
services/adhd_engine/core/feature_flags.py:154:        key = f"adhd:feature_flags:{feature}:global"
services/adhd_engine/core/feature_flags.py:164:        key = f"adhd:feature_flags:{feature}:global"
services/adhd_engine/core/feature_flags.py:188:        global_key = f"adhd:feature_flags:{feature}:global"
services/adhd_engine/core/feature_flags.py:193:        pattern = f"adhd:feature_flags:{feature}:service:*"
services/adhd_engine/core/feature_flags.py:201:        pattern = f"adhd:feature_flags:{feature}:user:*"
services/adhd_engine/core/feature_flags.py:216:FEATURE_ADHD_ENGINE_SERENA = "adhd_engine_integration_serena"
services/adhd_engine/core/feature_flags.py:217:FEATURE_ADHD_ENGINE_CONPORT = "adhd_engine_integration_conport"
services/adhd_engine/core/feature_flags.py:218:FEATURE_ADHD_ENGINE_DOPE_CONTEXT = "adhd_engine_integration_dope_context"
services/adhd_engine/core/feature_flags.py:219:FEATURE_ADHD_ENGINE_DOPECON_BRIDGE = "adhd_engine_dopecon_bridge"
services/task-orchestrator/claude_context_manager.py:34:    FOCUSED = "focused"
services/task-orchestrator/claude_context_manager.py:35:    HYPERFOCUS = "hyperfocus"
services/task-orchestrator/claude_context_manager.py:51:    current_focus_area: Optional[str] = None
services/task-orchestrator/claude_context_manager.py:55:    adhd_state: ADHDState = ADHDState.FOCUSED
services/task-orchestrator/claude_context_manager.py:112:        self.adhd_adaptations: Dict[ADHDState, Dict[str, Any]] = {}
services/task-orchestrator/claude_context_manager.py:134:        self._initialize_adhd_adaptations()
services/task-orchestrator/claude_context_manager.py:174:- ✅ **Break Planning**: 25-minute chunks with hyperfocus protection
services/task-orchestrator/claude_context_manager.py:194:- **Focus Area**: {{current_focus_area}}
services/task-orchestrator/claude_context_manager.py:203:## 🧠 ADHD Status: {{adhd_state}}
services/task-orchestrator/claude_context_manager.py:206:- **Focus Mode**: {{focus_mode_status}}
services/task-orchestrator/claude_context_manager.py:249:{{#each adhd_insights}}
services/task-orchestrator/claude_context_manager.py:259:- **Focus Duration**: {{average_focus_duration}} minutes
services/task-orchestrator/claude_context_manager.py:266:    def _initialize_adhd_adaptations(self) -> None:
services/task-orchestrator/claude_context_manager.py:268:        self.adhd_adaptations = {
services/task-orchestrator/claude_context_manager.py:366:        focus_area: str = None
services/task-orchestrator/claude_context_manager.py:372:            self.current_context.current_focus_area = focus_area or task_title
services/task-orchestrator/claude_context_manager.py:382:    async def update_adhd_state(
services/task-orchestrator/claude_context_manager.py:384:        adhd_state: ADHDState,
services/task-orchestrator/claude_context_manager.py:390:            previous_state = self.current_context.adhd_state
services/task-orchestrator/claude_context_manager.py:392:            self.current_context.adhd_state = adhd_state
services/task-orchestrator/claude_context_manager.py:397:            if adhd_state == ADHDState.HYPERFOCUS:
services/task-orchestrator/claude_context_manager.py:398:                self.current_context.break_frequency = 30  # Longer for hyperfocus
services/task-orchestrator/claude_context_manager.py:399:            elif adhd_state == ADHDState.LOW_ENERGY:
services/task-orchestrator/claude_context_manager.py:405:            if previous_state != adhd_state:
services/task-orchestrator/claude_context_manager.py:406:                self.pending_updates.add("adhd_state")
services/task-orchestrator/claude_context_manager.py:407:                logger.info(f"🧠 ADHD state updated: {previous_state.value} → {adhd_state.value}")
services/task-orchestrator/claude_context_manager.py:506:            adhd_config = self.adhd_adaptations.get(
services/task-orchestrator/claude_context_manager.py:507:                context.adhd_state,
services/task-orchestrator/claude_context_manager.py:508:                self.adhd_adaptations[ADHDState.FOCUSED]
services/task-orchestrator/claude_context_manager.py:516:                "current_focus_area": context.current_focus_area or "General development",
services/task-orchestrator/claude_context_manager.py:519:                "adhd_state": context.adhd_state.value,
services/task-orchestrator/claude_context_manager.py:524:                "focus_mode_status": self._get_focus_mode_status(),
services/task-orchestrator/claude_context_manager.py:536:            adapted_content = self._apply_adhd_adaptations(rendered_content, adhd_config)
services/task-orchestrator/claude_context_manager.py:604:    def _apply_adhd_adaptations(self, content: str, adhd_config: Dict[str, Any]) -> str:
services/task-orchestrator/claude_context_manager.py:610:            max_instructions = adhd_config.get("max_instructions", 10)
services/task-orchestrator/claude_context_manager.py:623:            instruction_length = adhd_config.get("instruction_length", "medium")
services/task-orchestrator/claude_context_manager.py:632:            visual_level = adhd_config.get("visual_indicators", "medium")
services/task-orchestrator/claude_context_manager.py:637:            encouragement_level = adhd_config.get("encouragement_level", "medium")
services/task-orchestrator/claude_context_manager.py:641:            # Add protection reminders for hyperfocus
services/task-orchestrator/claude_context_manager.py:642:            if adhd_config.get("protection_reminders"):
services/task-orchestrator/claude_context_manager.py:643:                adapted += "\n\n⚠️ **Hyperfocus Protection**: Remember to take breaks and stay hydrated!"
services/task-orchestrator/claude_context_manager.py:741:    def _get_focus_mode_status(self) -> str:
services/task-orchestrator/claude_context_manager.py:742:        return "Normal focus mode"
services/adhd_engine/core/activity_tracker.py:112:        last_break_str = await self.redis.get(f"adhd:last_break:{user_id}")
services/adhd_engine/core/activity_tracker.py:116:        break_history = await self.redis.lrange(f"adhd:breaks:{user_id}", 0, 10)
services/adhd_engine/core/activity_tracker.py:143:            Dict with context_switches_per_hour, abandoned_tasks, average_focus_duration, distraction_events
services/adhd_engine/core/activity_tracker.py:156:                "average_focus_duration": activity_log.get('average_focus_duration', 22),
services/adhd_engine/core/activity_tracker.py:165:                "average_focus_duration": 22,
services/adhd_engine/docs/API_REFERENCE.md:49:    "average_focus_duration": 25,
services/adhd_engine/docs/API_REFERENCE.md:56:    "explanation": "Session context indicates continued focus for afternoon work",
services/adhd_engine/docs/API_REFERENCE.md:89:  "message": "Time for a break after 45 minutes of focused work!",
services/adhd_engine/docs/API_REFERENCE.md:170:      "cognitive_benefit": "Reduces overwhelm and improves completion rate",
services/adhd_engine/docs/API_REFERENCE.md:180:  "adhd_insights": {
services/adhd_engine/docs/API_REFERENCE.md:181:    "hyperfocus_risk": "low",
services/adhd_engine/docs/API_REFERENCE.md:198:  "hyperfocus_tendency": 0.7,
services/adhd_engine/docs/API_REFERENCE.md:213:    "hyperfocus_tendency": 0.7,
services/adhd_engine/docs/API_REFERENCE.md:266:    "hyperfocus_protections": 23
services/adhd_engine/docs/API_REFERENCE.md:326:# HELP adhd_api_requests_total Total number of API requests
services/adhd_engine/docs/API_REFERENCE.md:327:# TYPE adhd_api_requests_total counter
services/adhd_engine/docs/API_REFERENCE.md:328:adhd_api_requests_total{endpoint="energy",method="GET",status="success"} 1250
services/adhd_engine/docs/API_REFERENCE.md:330:# HELP adhd_api_request_duration_seconds API request duration in seconds
services/adhd_engine/docs/API_REFERENCE.md:331:# TYPE adhd_api_request_duration_seconds histogram
services/adhd_engine/docs/API_REFERENCE.md:332:adhd_api_request_duration_seconds_bucket{endpoint="energy",le="0.01"} 0
services/adhd_engine/docs/API_REFERENCE.md:333:adhd_api_request_duration_seconds_bucket{endpoint="energy",le="0.05"} 850
services/adhd_engine/docs/API_REFERENCE.md:334:adhd_api_request_duration_seconds_bucket{endpoint="energy",le="0.1"} 1150
services/adhd_engine/docs/API_REFERENCE.md:335:adhd_api_request_duration_seconds_bucket{endpoint="energy",le="0.25"} 1200
services/adhd_engine/docs/API_REFERENCE.md:336:adhd_api_request_duration_seconds_bucket{endpoint="energy",le="0.5"} 1225
services/adhd_engine/docs/API_REFERENCE.md:337:adhd_api_request_duration_seconds_bucket{endpoint="energy",le="1.0"} 1240
services/adhd_engine/docs/API_REFERENCE.md:338:adhd_api_request_duration_seconds_bucket{endpoint="energy",le="2.0"} 1250
services/adhd_engine/docs/API_REFERENCE.md:339:adhd_api_request_duration_seconds_bucket{endpoint="energy",le="+Inf"} 1250
services/adhd_engine/docs/API_REFERENCE.md:340:adhd_api_request_duration_seconds_count{endpoint="energy"} 1250
services/adhd_engine/docs/API_REFERENCE.md:341:adhd_api_request_duration_seconds_sum{endpoint="energy"} 187.5
services/adhd_engine/docs/API_REFERENCE.md:343:# HELP adhd_cache_hits_total Total number of cache hits
services/adhd_engine/docs/API_REFERENCE.md:344:# TYPE adhd_cache_hits_total counter
services/adhd_engine/docs/API_REFERENCE.md:345:adhd_cache_hits_total{endpoint="energy"} 890
services/adhd_engine/docs/API_REFERENCE.md:347:# HELP adhd_cache_misses_total Total number of cache misses
services/adhd_engine/docs/API_REFERENCE.md:348:# TYPE adhd_cache_misses_total counter
services/adhd_engine/docs/API_REFERENCE.md:349:adhd_cache_misses_total{endpoint="energy"} 360
services/adhd_engine/docs/API_REFERENCE.md:351:# HELP adhd_ml_predictions_total Total number of ML predictions made
services/adhd_engine/docs/API_REFERENCE.md:352:# TYPE adhd_ml_predictions_total counter
services/adhd_engine/docs/API_REFERENCE.md:353:adhd_ml_predictions_total{endpoint="energy",prediction_type="energy"} 450
services/adhd_engine/docs/API_REFERENCE.md:355:# HELP adhd_ml_prediction_confidence ML prediction confidence scores
services/adhd_engine/docs/API_REFERENCE.md:356:# TYPE adhd_ml_prediction_confidence histogram
services/adhd_engine/docs/API_REFERENCE.md:357:adhd_ml_prediction_confidence_bucket{endpoint="energy",le="0.0"} 0
services/adhd_engine/docs/API_REFERENCE.md:358:adhd_ml_prediction_confidence_bucket{endpoint="energy",le="0.2"} 0
services/adhd_engine/docs/API_REFERENCE.md:359:adhd_ml_prediction_confidence_bucket{endpoint="energy",le="0.4"} 15
services/adhd_engine/docs/API_REFERENCE.md:360:adhd_ml_prediction_confidence_bucket{endpoint="energy",le="0.6"} 45
services/adhd_engine/docs/API_REFERENCE.md:361:adhd_ml_prediction_confidence_bucket{endpoint="energy",le="0.8"} 180
services/adhd_engine/docs/API_REFERENCE.md:362:adhd_ml_prediction_confidence_bucket{endpoint="energy",le="+Inf"} 450
services/adhd_engine/docs/API_REFERENCE.md:363:adhd_ml_prediction_confidence_count{endpoint="energy"} 450
services/adhd_engine/docs/API_REFERENCE.md:364:adhd_ml_prediction_confidence_sum{endpoint="energy"} 337.5
services/adhd_engine/docs/API_REFERENCE.md:387:    HYPERFOCUS = "hyperfocus"
services/adhd_engine/docs/API_REFERENCE.md:396:    FOCUSED = "focused"
services/adhd_engine/docs/API_REFERENCE.md:397:    HYPERFOCUSED = "hyperfocused"
services/adhd_engine/docs/API_REFERENCE.md:398:    OVERWHELMED = "overwhelmed"
services/adhd_engine/domains/attention/procrastination_detector.py:39:    """Individual procrastination signal."""
services/adhd_engine/domains/attention/procrastination_detector.py:40:    signal_type: ProcrastinationType
services/adhd_engine/domains/attention/procrastination_detector.py:118:        signals = []
services/adhd_engine/domains/attention/procrastination_detector.py:121:        research_signal = self._detect_research_rabbit_hole(activity_data)
services/adhd_engine/domains/attention/procrastination_detector.py:122:        if research_signal:
services/adhd_engine/domains/attention/procrastination_detector.py:123:            signals.append(research_signal)
services/adhd_engine/domains/attention/procrastination_detector.py:126:        prod_proc_signal = self._detect_productive_procrastination(
services/adhd_engine/domains/attention/procrastination_detector.py:130:        if prod_proc_signal:
services/adhd_engine/domains/attention/procrastination_detector.py:131:            signals.append(prod_proc_signal)
services/adhd_engine/domains/attention/procrastination_detector.py:134:        switching_signal = self._detect_task_switching(activity_data)
services/adhd_engine/domains/attention/procrastination_detector.py:135:        if switching_signal:
services/adhd_engine/domains/attention/procrastination_detector.py:136:            signals.append(switching_signal)
services/adhd_engine/domains/attention/procrastination_detector.py:139:        perfectionism_signal = self._detect_perfectionism(activity_data)
services/adhd_engine/domains/attention/procrastination_detector.py:140:        if perfectionism_signal:
services/adhd_engine/domains/attention/procrastination_detector.py:141:            signals.append(perfectionism_signal)
services/adhd_engine/domains/attention/procrastination_detector.py:144:        decision_signal = self._detect_decision_paralysis(activity_data)
services/adhd_engine/domains/attention/procrastination_detector.py:145:        if decision_signal:
services/adhd_engine/domains/attention/procrastination_detector.py:146:            signals.append(decision_signal)
services/adhd_engine/domains/attention/procrastination_detector.py:149:        self.detected_patterns.extend(signals)
services/adhd_engine/domains/attention/procrastination_detector.py:152:        if signals:
services/adhd_engine/domains/attention/procrastination_detector.py:155:                signals,
services/adhd_engine/domains/attention/procrastination_detector.py:163:                        "type": s.signal_type.value,
services/adhd_engine/domains/attention/procrastination_detector.py:168:                    for s in signals
services/adhd_engine/domains/attention/procrastination_detector.py:200:                signal_type=ProcrastinationType.RESEARCH_RABBIT_HOLE,
services/adhd_engine/domains/attention/procrastination_detector.py:241:                    signal_type=ProcrastinationType.PRODUCTIVE_PROCRASTINATION,
services/adhd_engine/domains/attention/procrastination_detector.py:274:                signal_type=ProcrastinationType.TASK_SWITCHING_CAROUSEL,
services/adhd_engine/domains/attention/procrastination_detector.py:301:                signal_type=ProcrastinationType.PERFECTIONISM_PARALYSIS,
services/adhd_engine/domains/attention/procrastination_detector.py:333:                    signal_type=ProcrastinationType.DECISION_PARALYSIS,
services/adhd_engine/domains/attention/procrastination_detector.py:345:        signals: List[ProcrastinationSignal],
services/adhd_engine/domains/attention/procrastination_detector.py:349:        # Get strongest signal
services/adhd_engine/domains/attention/procrastination_detector.py:350:        primary_signal = max(signals, key=lambda s: s.confidence)
services/adhd_engine/domains/attention/procrastination_detector.py:353:            "awareness_message": self._get_awareness_message(primary_signal),
services/adhd_engine/domains/attention/procrastination_detector.py:357:            "encouragement": self._get_encouragement(primary_signal)
services/adhd_engine/domains/attention/procrastination_detector.py:361:        if primary_signal.signal_type == ProcrastinationType.RESEARCH_RABBIT_HOLE:
services/adhd_engine/domains/attention/procrastination_detector.py:363:        elif primary_signal.signal_type == ProcrastinationType.PRODUCTIVE_PROCRASTINATION:
services/adhd_engine/domains/attention/procrastination_detector.py:365:        elif primary_signal.signal_type == ProcrastinationType.TASK_SWITCHING_CAROUSEL:
services/adhd_engine/domains/attention/procrastination_detector.py:367:        elif primary_signal.signal_type == ProcrastinationType.PERFECTIONISM_PARALYSIS:
services/adhd_engine/domains/attention/procrastination_detector.py:369:        elif primary_signal.signal_type == ProcrastinationType.DECISION_PARALYSIS:
services/adhd_engine/domains/attention/procrastination_detector.py:389:            "pattern": primary_signal.signal_type.value,
services/adhd_engine/domains/attention/procrastination_detector.py:395:    def _get_awareness_message(self, signal: ProcrastinationSignal) -> str:
services/adhd_engine/domains/attention/procrastination_detector.py:420:        return messages.get(signal.signal_type, "Let's refocus together.")
services/adhd_engine/domains/attention/procrastination_detector.py:422:    def _get_encouragement(self, signal: ProcrastinationSignal) -> str:
services/adhd_engine/ml/pattern_learner.py:5:Inspired by Serena F5 pattern learning but focused on cognitive state patterns.
services/adhd_engine/ml/pattern_learner.py:21:    from adhd_engine.models import EnergyLevel, AttentionState
services/adhd_engine/ml/pattern_learner.py:22:    from adhd_engine.bridge_integration import ConPortBridgeAdapter
services/adhd_engine/ml/pattern_learner.py:63:    warmup_minutes: int           # Time to reach peak focus (typically 5-25 min)
services/adhd_engine/ml/pattern_learner.py:64:    peak_duration_minutes: int    # How long peak focus lasts (typically 20-90 min)
services/adhd_engine/ml/pattern_learner.py:116:    - Attention pattern extraction (session duration, focus cycles)
services/adhd_engine/ml/pattern_learner.py:119:    - ConPort persistence (custom_data category: adhd_patterns)
services/adhd_engine/ml/pattern_learner.py:302:                    focus_entry = next(
services/adhd_engine/ml/pattern_learner.py:307:                    focus_entry = None
