feature_id	title	type	status	priority	owner	subsystem_ids	component_ids	description	acceptance_criteria	non_goals	risk	level_of_effort	story_points	target_release	rfc_ids	adr_ids	source_uri	source_lines	created_at	updated_at	tags
FEAT-B659	Sophisticated Orchestration Patterns	User Story	Proposed		Product Team	SUB-QUERY-EXISTING-|SUB-EVENT-DRIVEN-PA	COMP-7-leantime-api-and-w|COMP-component-interactio|COMP-unified-container-or	"**Architecture Orchestrator** (`architecture-orchestrator.py`):
- **Architectural Decision Records (ADRs)**: Formal decision tracking
- **User Story Analysis**: Technical impact assessment
- **Complexity Assessment**: Simple → Moderate → Complex → Enterprise
- **Multi-Agent Coordination**: Parallel analysis + synthesis
- **Context7 Integration**: Research phase for all decisions"					0				docs/04-explanation/dopemux-research-findings.md	1-7	2025-10-02T03:01:43.530531	2025-10-02T03:01:43.530532	architecture
FEAT-E48D	1. Wrapper/IPC Architecture Benefits	Capability	Proposed		Product Team	SUB-FOR-TWO-PLANE-A|SUB-CORE-ARCHITECTU	COMP-1-adhd-first-api-des|COMP-architecture-impleme|COMP-1-api-not-enabled-in	"**What it enables:**
- **Process isolation**: Claude Code runs in subprocess, preventing crashes from affecting dopemux
- **Streaming communication**: Real-time output/input handling via JSON-RPC over stdio/IPC
- **State persistence**: dopemux maintains context even if Claude Code sessions fail
- **Multi-session orchestration**: Run multiple Claude Code instances in parallel
- **Hot-reload capability**: Update dopemux code without losing active sessions

**User Experience:**
```bash"					0				docs/04-explanation/dopemux-integration.md	1-10	2025-10-02T03:01:43.536437	2025-10-02T03:01:43.536438	
FEAT-3BEA	Quality Gates & Acceptance Criteria	Feature	Proposed		Product Team	SUB-12-EXA-WEB-SEAR|SUB-SECTION-3-CONTE	COMP-security-compliance|COMP-week-3-ux-enhancemen|COMP-3-system-scope-conte	"- **IPC reliability**: <10ms message latency, automatic reconnection
- **Memory efficiency**: <100MB overhead per Claude Code instance
- **Context preservation**: 100% session recovery after crashes
- **Workflow completion**: 90%+ success rate for standard tasks
- **User experience**: Single command for complex operations"					0				docs/04-explanation/dopemux-integration.md	1-7	2025-10-02T03:01:43.538704	2025-10-02T03:01:43.538705	performance
FEAT-C6BF	Next Actions	Capability	Proposed		Product Team	SUB-NEXT-PHASE-COMP|SUB-NEXT-STEPS	COMP-next-steps|COMP-immediate-actions-re|COMP-get-next-actionable-	"1. **Week 1**: Implement Python orchestrator with Node.js bridge for claude-flow
2. **Week 2**: Create IPC layer for Claude Code subprocess management  
3. **Week 3**: Build SQLite memory system with vector search
4. **Week 4**: Implement basic workflow orchestration (dev, test, improve)
5. **Week 5**: Add self-building capability with safety checks
6. **Week 6**: Integrate ADHD-friendly features and personality system"					0				docs/04-explanation/dopemux-integration.md	1-8	2025-10-02T03:01:43.539739	2025-10-02T03:01:43.539740	testing|architecture
FEAT-05F0	Vision: The Magical Experience	Feature	Proposed		Product Team	SUB-THE-12-SECTIONS|SUB-THE-FOUNDATION-	COMP-run-the-example|COMP-edit-the-generated-e|COMP-explore-the-impact-o	"Dopemux creates a development and life management environment where everything ""just works"":

- **Implicit Context**: The system remembers everything without being asked
- **Seamless Workflows**: Transitions from brainstorming → design → implementation → review → release happen automatically
- **ADHD Optimization**: Every feature designed for neurodivergent minds with time awareness, context preservation, and gentle guidance
- **Life Integration**: Manages not just code, but content creation, he"					0				docs/04-explanation/basedataanddesign.md	1-9	2025-10-02T03:01:43.540736	2025-10-02T03:01:43.540737	architecture
FEAT-C59E	Multi-Tool Workflow Patterns	Feature	Proposed		Product Team	SUB-QUERY-EXISTING-|SUB-EVENT-DRIVEN-PA	COMP-7-leantime-api-and-w|COMP-component-interactio|COMP-development-workflow	"**Feature Development Flow:**
```python
async def magical_feature_development(feature_request):
    """"""Complete feature development with automatic coordination""""""

    # Research Phase (Researcher Role)
    await orchestrator.switch_role(""researcher"")
    research = await exa.search(feature_request.requirements)
    patterns = await context7.get_library_docs(feature_request.framework)

    # Planning Phase (Architect Role)
    await orchestrator.switch_role(""architect"")
    plan = await zen.plan"					0				docs/04-explanation/basedataanddesign.md	1-59	2025-10-02T03:01:43.555890	2025-10-02T03:01:43.555892	
FEAT-77F5	Example: Complete Feature Development Flow	Feature	Proposed		Product Team	SUB-NEXT-PHASE-COMP|SUB-FRAMEWORK-ECOSY	COMP-data-flow-direction|COMP-1-flow-state-preserv|COMP-development-workflow	"```python
async def magical_feature_development(feature_request):
    """"""Complete feature development with zero manual coordination""""""

    # Phase 1: Understanding (Researcher Role - Loaded Automatically)
    # User says: ""I need to implement OAuth authentication""
    # System detects: Research needed
    # Loads: mas-sequential-thinking, exa, context7

    research_phase = await orchestrator.execute_phase('research', {
        'query': feature_request,
        'tools_used': [
            'exa."					0				docs/04-explanation/basedataanddesign.md	1-89	2025-10-02T03:01:43.563631	2025-10-02T03:01:43.563633	security|architecture
FEAT-B5CE	Acceptance Criteria	Feature	Proposed		Product Team		COMP-acceptance-criteria|COMP-phase-1-completion-c|COMP-success-criteria	"Given Dopemux is running
When I run `/lane new feature-x`
Then a lane named `feature-x` exists and becomes active
And the status bar reflects the active lane
And an event `lane.created` with id/name is emitted."	"Given Dopemux is running
When I run `/lane new feature-x`
Then a lane named `feature-x` exists and becomes active
And the status bar reflects the active lane
And an event `lane.created` with id/name is emitted."				0				docs/04-explanation/01-lane-create.md	1-6	2025-10-02T03:01:43.565682	2025-10-02T03:01:43.565683	
FEAT-8FAF	Enhancement Tasks	Feature	Proposed		Product Team		COMP-week-3-ux-enhancemen|COMP-cognitive-enhancemen|COMP-future-enhancement-r	"```yaml
week_2_goals:
  monitoring:
    - ""Real-time token usage dashboard""
    - ""Agent activity visualization""
    - ""Memory tier usage graphs""
    - ""Error rate tracking""
    
  workflow_templates:
    - ""Bug fix workflow""
    - ""Feature development workflow""
    - ""Code review workflow""
    - ""Documentation workflow""
    
  error_recovery:
    - ""Automatic Claude-flow restart""
    - ""MCP server health checks""
    - ""Memory sync recovery""
    - ""Session restoration""
    
  performance:
    - "					0				docs/04-explanation/dopemux-phase1-implementation.md	1-30	2025-10-02T03:01:43.582727	2025-10-02T03:01:43.582730	performance
FEAT-D3AB	Acceptance Criteria	Feature	Proposed		Product Team		COMP-acceptance-criteria|COMP-phase-1-completion-c|COMP-success-criteria	"Given a CLI
When I run plugin init
Then a template with tests and permissions is generated."	"Given a CLI
When I run plugin init
Then a template with tests and permissions is generated."				0				docs/04-explanation/03-sdk-templates.md	1-4	2025-10-02T03:01:43.586263	2025-10-02T03:01:43.586265	
FEAT-6AE9	Acceptance Criteria	Feature	Proposed		Product Team		COMP-acceptance-criteria|COMP-phase-1-completion-c|COMP-success-criteria	"Given lanes `feature-x` and `bugfix-y` exist
When I run `/lane switch bugfix-y`
Then the active lane is `bugfix-y` and UI updates accordingly
And an event `lane.switched` is emitted with {from,to}."	"Given lanes `feature-x` and `bugfix-y` exist
When I run `/lane switch bugfix-y`
Then the active lane is `bugfix-y` and UI updates accordingly
And an event `lane.switched` is emitted with {from,to}."				0				docs/04-explanation/02-lane-switch.md	1-5	2025-10-02T03:01:43.586531	2025-10-02T03:01:43.586532	
FEAT-52BF	Context	Feature	Proposed		Product Team	SUB-SECTION-3-CONTE|SUB-MCP-INTEGRATION	COMP-3-system-scope-conte|COMP-context|COMP-context-retrieval-15	"ClaudeFlow orchestration requires visual workflow representation to support:

1. **Pipeline Building**: Drag & drop node-based workflow creation
2. **Execution Monitoring**: Real-time status and progress visualization
3. **Debugging**: Visual inspection of workflow state and data flow
4. **ADHD Accommodation**: Visual processing aids for neurodivergent users
5. **Terminal Constraints**: Must work within terminal character grid limitations

The challenge is providing sophisticated visual programm"					0				docs/04-explanation/adr-004-visual-workflow-ui.md	1-11	2025-10-02T03:01:43.599056	2025-10-02T03:01:43.599057	
FEAT-7D6F	Trade-offs Accepted:	Feature	Proposed		Product Team		COMP-performance-trade-of	"1. **Visual Complexity Limitations**:
   - Cannot achieve GUI-level visual sophistication
   - Grid-aligned positioning constraints
   - **Mitigation**: Progressive disclosure, zooming/panning

2. **Terminal Size Dependencies**:
   - Large workflows may not fit on small terminals
   - **Mitigation**: Scrolling, minimap, focus modes

3. **Mouse Support Variability**:
   - Not all terminals support mouse well
   - **Mitigation**: Full keyboard accessibility"					0				docs/04-explanation/adr-004-visual-workflow-ui.md	1-14	2025-10-02T03:01:43.600219	2025-10-02T03:01:43.600221	
FEAT-D4DC	Feature Adoption:	Feature	Proposed		Product Team		COMP-development-feature-|COMP-feature-types-suppor|COMP-2-1-complete-feature	"- **Template Usage**: >70% use workflow templates
- **Interactive Editing**: >80% create workflows visually
- **Real-time Monitoring**: >90% use execution visualization"					0				docs/04-explanation/adr-004-visual-workflow-ui.md	1-4	2025-10-02T03:01:43.602292	2025-10-02T03:01:43.602294	
FEAT-CC50	Medium Risk: Unicode Compatibility	Capability	Proposed		Product Team	SUB-COMPATIBILITY-W	COMP-9-openmemory-mem0-pr|COMP-6-2-compatibility-re|COMP-compatibility-with-p	"- **Risk**: Emoji and special characters don't render correctly
- **Probability**: Medium
- **Impact**: Low (visual consistency)
- **Mitigation**:
  - Fallback ASCII character set
  - Terminal capability detection
  - User-configurable symbol sets"					0				docs/04-explanation/adr-004-visual-workflow-ui.md	1-8	2025-10-02T03:01:43.602660	2025-10-02T03:01:43.602661	
FEAT-4525	Monitoring and Review:	Feature	Proposed		Product Team	SUB-2-SERVICE-LOOKU|SUB-EVENT-DRIVEN-PA	COMP-4-metamcp-security-a|COMP-5-claude-code-deskto|COMP-7-leantime-api-and-w	"- **Usage Analytics**: Track feature adoption and user patterns
- **Performance Monitoring**: Continuous rendering performance assessment
- **User Feedback**: Regular surveys on visual workflow effectiveness
- **Technical Review**: Quarterly evaluation of rendering improvements

---

**ADR Status**: Accepted and Implementation Ready
**Review Date**: 2025-12-17 (Quarterly Review)
**Implementation Priority**: High - Core UX Feature"					0				docs/04-explanation/adr-004-visual-workflow-ui.md	1-10	2025-10-02T03:01:43.603348	2025-10-02T03:01:43.603350	performance
FEAT-092D	2.1 Technical Constraints	Feature	Proposed		Product Team	SUB-LEANTIME-S-TECH|SUB-5-DESIGN-PRINCI	COMP-technical-performanc|COMP-comprehensive-techni|COMP-technical-investigat	{technical_constraints}					0				docs/04-explanation/arc42-template.md	1-2	2025-10-02T03:01:43.603817	2025-10-02T03:01:43.603818	
FEAT-74A5	2.2 Organizational Constraints	Feature	Proposed		Product Team	SUB-5-DESIGN-PRINCI	COMP-2-2-integration-arch|COMP-2-2-mcp-server-depen|COMP-5-design-principles-	{organizational_constraints}					0				docs/04-explanation/arc42-template.md	1-2	2025-10-02T03:01:43.603862	2025-10-02T03:01:43.603863	
FEAT-6306	10.2 Quality Scenarios	Feature	Proposed		Product Team		COMP-security-and-testing|COMP-6-5-quality-gate-api|COMP-quality-assurance	{quality_scenarios}	s}				0				docs/04-explanation/arc42-template.md	1-2	2025-10-02T03:01:43.604396	2025-10-02T03:01:43.604397	
FEAT-23CA	Generation Metadata	Feature	Proposed		Product Team		COMP-runbook-metadata|COMP-3-generation-window	"- **Insights Processed:** {insights_processed}
- **Architecture Decisions:** {decision_count}
- **Quality Scenarios:** {quality_scenarios_count}
- **Cross-cutting Concerns:** {crosscutting_count}
- **Source Files:** {source_files}
- **Synthesis Method:** AI-powered arc42 analysis with section-specific evidence mapping

---

*This arc42 documentation was generated by DocuXtractor Document Synthesis Engine, transforming scattered architectural discussions, decisions, and requirements into comprehe"	"s:** {quality_scenarios_count}
- **Cross-cutting Concerns:** {crosscutting_count}
- **Source Files:** {source_files}
- **Synthesis Method:** AI-powered arc42 analysis with section-specific evidence mapping"				0				docs/04-explanation/arc42-template.md	1-10	2025-10-02T03:01:43.604863	2025-10-02T03:01:43.604864	testing|architecture
FEAT-D7EA	Acceptance Criteria	Feature	Proposed		Product Team		COMP-acceptance-criteria|COMP-phase-1-completion-c|COMP-success-criteria	"Given interface docs
When I read versioning policy
Then I see semver, change logs, and deprecation windows."	"Given interface docs
When I read versioning policy
Then I see semver, change logs, and deprecation windows."				0				docs/04-explanation/04-versioning-policy.md	1-4	2025-10-02T03:01:43.612013	2025-10-02T03:01:43.612014	
FEAT-10E1	Modern text editing breaks free from modal constraints	Feature	Proposed		Product Team	SUB-5-DESIGN-PRINCI	COMP-design-decisions-fro|COMP-create-workflow-from|COMP-free-tier-enables-ex	For the core editing experience, **Micro** emerges as the ideal choice for users seeking familiar, modern keybindings without the learning curve of modal editors. This Go-based editor brings standard shortcuts (Ctrl+S, Ctrl+C, Ctrl+V) to the terminal while delivering sophisticated features through its Lua plugin system. With **24,900+ stars** and active maintenance, Micro handles large files efficiently, integrates system clipboards seamlessly, and supports syntax highlighting for 130+ languages					0				docs/04-explanation/terminal-app-frameworks.md	1-5	2025-10-02T03:01:43.616302	2025-10-02T03:01:43.616303	architecture
FEAT-DA1C	Acceptance Criteria	Feature	Proposed		Product Team		COMP-acceptance-criteria|COMP-phase-1-completion-c|COMP-success-criteria	"Given a focused input
When I press `?`
Then contextual help shows examples and links."	"Given a focused input
When I press `?`
Then contextual help shows examples and links."				0				docs/04-explanation/03-inline-help.md	1-4	2025-10-02T03:01:43.621196	2025-10-02T03:01:43.621197	
FEAT-D51B	Acceptance Criteria	Feature	Proposed		Product Team		COMP-acceptance-criteria|COMP-phase-1-completion-c|COMP-success-criteria	"Given `docs/data/model.md`
When I review it
Then entities, relationships, and retention policies are documented."	"Given `docs/data/model.md`
When I review it
Then entities, relationships, and retention policies are documented."				0				docs/04-explanation/03-data-model.md	1-4	2025-10-02T03:01:43.621511	2025-10-02T03:01:43.621512	
FEAT-E4D2	Acceptance Criteria	Feature	Proposed		Product Team		COMP-acceptance-criteria|COMP-phase-1-completion-c|COMP-success-criteria	"Given a plugin violates its permissions
When it attempts a restricted action
Then the action is blocked, logged, and the plugin is disabled."	"Given a plugin violates its permissions
When it attempts a restricted action
Then the action is blocked, logged, and the plugin is disabled."				0				docs/04-explanation/04-edge-malicious-plugin.md	1-4	2025-10-02T03:01:43.621780	2025-10-02T03:01:43.621781	
FEAT-A1FF	2.2 MCP Server Dependency Risk	Capability	Proposed		Product Team	SUB-ENHANCED-ROLE-S|SUB-MCP-INTEGRATION	COMP-5-claude-code-deskto|COMP-mcp-server-ports-seq|COMP-mcp-services-layer	"**Risk Level**: MEDIUM-HIGH
**Impact**: High - Core functionality depends on external services

```yaml
risk_scenario: ""Critical MCP servers become unavailable or unreliable""
probability: ""Medium (40-60%)""
impact_severity: ""High""

causes:
  - ""External service downtime (Context7, Zen, etc.)""
  - ""API rate limiting or quota exhaustion""
  - ""Network connectivity issues""
  - ""Service API breaking changes""

mitigation_strategies:
  resilience:
    - ""Comprehensive fallback chain (Context7 -> EXA -> "	"""Critical MCP servers become unavailable or unreliable""
probability: ""Medium (40-60%)""
impact_severity: ""High"""				0				docs/04-explanation/risks-technical-debt.md	1-27	2025-10-02T03:01:43.624422	2025-10-02T03:01:43.624423	performance|api
FEAT-5182	5.1 Complexity Management	Feature	Proposed		Product Team	SUB-MEMORY-SYSTEM-I|SUB-UNIFIED-CONTEXT	COMP-management-interface|COMP-attention-management|COMP-consent-management	"**Risk Level**: MEDIUM
**Impact**: Medium - Development velocity and maintainability

```yaml
risk_scenario: ""System complexity exceeds team's ability to maintain and extend""
probability: ""High (70-90%)""
impact_severity: ""Medium""

causes:
  - ""Multi-agent orchestration complexity""
  - ""ADHD accommodation feature interactions""
  - ""External dependency management overhead""
  - ""Cross-component integration challenges""

mitigation_strategies:
  - ""Comprehensive documentation and ADR maintenance""
  -"	"""System complexity exceeds team's ability to maintain and extend""
probability: ""High (70-90%)""
impact_severity: ""Medium"""				0				docs/04-explanation/risks-technical-debt.md	1-21	2025-10-02T03:01:43.626947	2025-10-02T03:01:43.626948	testing|architecture
FEAT-A5D9	5.2 External Dependency Evolution	Capability	Proposed		Product Team		COMP-medium-term-evolutio|COMP-external-dependencie|COMP-2-2-mcp-server-depen	"**Risk Level**: MEDIUM
**Impact**: Medium-High - Platform compatibility and features

```yaml
risk_scenario: ""Critical dependencies (MCP servers, AI models) evolve incompatibly""
probability: ""Medium-High (60-80%)""
impact_severity: ""Medium-High""

mitigation_strategies:
  - ""Version pinning with controlled upgrade cycles""
  - ""Adapter patterns for external service integration""
  - ""Alternative provider support for each capability""
  - ""Regular dependency health assessments""
```"	"""Critical dependencies (MCP servers, AI models) evolve incompatibly""
probability: ""Medium-High (60-80%)""
impact_severity: ""Medium-High"""				0				docs/04-explanation/risks-technical-debt.md	1-15	2025-10-02T03:01:43.627285	2025-10-02T03:01:43.627286	
FEAT-13EA	6.1 ADHD Accommodation Effectiveness	Feature	Proposed		Product Team		COMP-adhd-optimization-ap|COMP-adhd-systems-compone|COMP-6-1-high-level-yaml	"**Risk Level**: MEDIUM
**Impact**: High - Primary value proposition

```yaml
risk_scenario: ""ADHD accommodations prove ineffective for significant user subset""
probability: ""Medium (40-60%)""
impact_severity: ""High""

causes:
  - ""Individual ADHD presentation variations""
  - ""Accommodation feature interaction conflicts""
  - ""User adaptation and learning curve issues""
  - ""Insufficient user research and validation""

mitigation_strategies:
  - ""Extensive user testing with diverse ADHD presentations"""	"""ADHD accommodations prove ineffective for significant user subset""
probability: ""Medium (40-60%)""
impact_severity: ""High"""				0				docs/04-explanation/risks-technical-debt.md	1-21	2025-10-02T03:01:43.627650	2025-10-02T03:01:43.627651	testing
FEAT-D5B1	2.2 Configuration Management	Feature	Proposed		Product Team	SUB-CORS-CONFIGURAT|SUB-MEMORY-SYSTEM-I	COMP-4-metamcp-security-a|COMP-management-interface|COMP-attention-management	"**Future Debt Risk**: MEDIUM
```yaml
risk_factors:
  - ""User-specific ADHD accommodations creating configuration explosion""
  - ""Environment-specific settings without version control""
  - ""Feature flag management becoming unwieldy""

prevention_strategies:
  - ""Configuration schema validation""
  - ""Hierarchical configuration management""
  - ""Feature flag lifecycle management""
```"					0				docs/04-explanation/risks-technical-debt.md	1-13	2025-10-02T03:01:43.628633	2025-10-02T03:01:43.628635	
FEAT-7649	Acceptance Criteria	Feature	Proposed		Product Team		COMP-acceptance-criteria|COMP-phase-1-completion-c|COMP-success-criteria	"Given sandbox mode
When a command attempts to modify outside workspace
Then it is blocked unless elevated with explicit approval and audit."	"Given sandbox mode
When a command attempts to modify outside workspace
Then it is blocked unless elevated with explicit approval and audit."				0				docs/04-explanation/02-sandboxing.md	1-4	2025-10-02T03:01:43.660616	2025-10-02T03:01:43.660618	
FEAT-9CE9	Unnamed Feature	Feature	Proposed		Product Team	SUB-UNNAMED	COMP-9b09278c|COMP-ed80a26a|COMP-fb90bbb8	"---
id: a-hybrid-architectural-blueprint-for-adhd-compatib
title: A Hybrid Architectural Blueprint For Adhd Compatib
type: explanation
owner: '@hu3mann'
last_review: '2025-09-26'
next_review: '2025-12-25'
---
A Hybrid Architectural Blueprint for ADHD-Compatible Project Management: Synthesizing Human-Centric Engagement with AI-Powered Task DecompositionExecutive Summary: The Symbiosis of Human-Centric Design and AI Automation for ADHD-Compatible Project ManagementThe landscape of project manageme"				Size	0				docs/04-explanation/a-hybrid-architectural-blueprint-for-adhd-compatib.md	1-9	2025-10-02T03:01:43.681910	2025-10-02T03:01:43.681911	database|performance|architecture|testing|api|security
FEAT-D132	RFC Template - Dopemux	Feature	Proposed		Product Team	SUB-WHEN-CONVERTING|SUB-12-EXA-WEB-SEAR	COMP-mcp-capture-middlewa|COMP-privacy-filter-py-fi|COMP-dopemux-api-document	"*Copy this template for new RFC documents. Remove this instruction block when creating your RFC.*

---
id: rfc-2025-XXX-feature-name
title: <Descriptive Title of Proposal>
type: rfc
status: draft   # draft | review | accepted | rejected | superseded
author: @<your-github-handle>
created: YYYY-MM-DD
last_review: YYYY-MM-DD
sunset: YYYY-MM-DD   # optional expiry date for stale proposals
feature_id: <dopemux-feature-identifier>
tags:
  - <primary-domain>  # adhd-accommodation, mcp-integration, memo"					0				docs/04-explanation/rfc-template.md	1-29	2025-10-02T03:01:43.720904	2025-10-02T03:01:43.720905	architecture
FEAT-5BE4	Constraints	Feature	Proposed		Product Team	SUB-5-DESIGN-PRINCI	COMP-5-design-principles-|COMP-5-technical-constrai|COMP-security-constraints	"- **Technical constraints:** [Language, platform, dependency limitations]
- **Business constraints:** [Timeline, budget, resource limitations]
- **Regulatory constraints:** [Compliance, security, privacy requirements]
- **ADHD constraints:** [Cognitive load, attention span, accessibility needs]"					0				docs/04-explanation/rfc-template.md	1-5	2025-10-02T03:01:43.721908	2025-10-02T03:01:43.721909	security
FEAT-1E36	Phase 3: [Implementation] (Duration: X weeks)	Feature	Proposed		Product Team	SUB-SECTION-3-CONTE|SUB-PHASE-3-INTEGRA	COMP-week-3-ux-enhancemen|COMP-phase-1-direct-http-|COMP-phase-2-client-integ	"- [ ] Implementation task 1
- [ ] Implementation task 2
- [ ] **Milestone:** [Feature delivered]"					0				docs/04-explanation/rfc-template.md	1-4	2025-10-02T03:01:43.723328	2025-10-02T03:01:43.723330	
FEAT-2309	Evidence-Based Feature Design	Feature	Proposed		Product Team	SUB-5-DESIGN-PRINCI	COMP-1-adhd-first-api-des|COMP-design-decisions-fro|COMP-visual-design-elemen	"**1. Cognitive Load Management**
```
Feature: Progressive Information Disclosure
- Implementation: Expandable sections with clear boundaries
- Research Basis: Reduces cognitive overload (research/findings/adhd-support.md:89)
- Effect Size: d = 1.23 improvement in task completion rates
- UI Pattern: Accordion interfaces with visual hierarchy
```

**2. Time Awareness Support**
```
Feature: Visual Time Tracking
- Implementation: Always-visible time displays with color coding
- Research Basis: Addre"					0				docs/04-explanation/prd-dopemux-comprehensive.md	1-37	2025-10-02T03:01:43.730490	2025-10-02T03:01:43.730491	architecture
FEAT-1108	Feature Implementation Priority	Feature	Proposed	High	Product Team	SUB-6-IMPLEMENTATIO	COMP-priority-1-enable-ap|COMP-priority-2-test-api-|COMP-implementation	"**High Priority (Phase 1):**
- Working memory support displays
- Hyperfocus management timers
- RSD-aware feedback systems
- Visual attention management

**Medium Priority (Phase 2):**
- Advanced time tracking with analytics
- Mood-based task suggestions
- Energy level tracking and adaptation
- Social interaction features

**Low Priority (Phase 3):**
- Biometric integration for stress monitoring
- Advanced AI coaching and behavior analysis
- Team collaboration features with ADHD awareness
- Gami"					0				docs/04-explanation/prd-dopemux-comprehensive.md	1-21	2025-10-02T03:01:43.731434	2025-10-02T03:01:43.731435	
FEAT-02F6	User Adoption Risks	Feature	Proposed		Product Team	SUB-7-CRITICAL-RISK|SUB-6-2-EXECUTION-R	COMP-11-risks-mitigations|COMP-risks-and-mitigation|COMP-13-risks-mitigations	"**1. Terminal Interface Complexity**
- **Risk**: Users may find terminal-based interface intimidating
- **Probability**: Medium
- **Impact**: Medium
- **Mitigation**: Extensive onboarding, GUI options for Phase 2

**2. ADHD Feature Effectiveness**
- **Risk**: Real-world effectiveness may differ from research
- **Probability**: Low
- **Impact**: Medium
- **Mitigation**: User feedback loops, feature iteration, A/B testing

---"					0				docs/04-explanation/prd-dopemux-comprehensive.md	1-15	2025-10-02T03:01:43.733534	2025-10-02T03:01:43.733535	testing
FEAT-8333	Core Research Sources	Feature	Proposed		Product Team	SUB-12-EXA-WEB-SEAR|SUB-2-EXA-RESEARCH-	COMP-core-navigation-api|COMP-core-architectural-d|COMP-1-core-architecture-	"**Architecture & Technical Design:**
- research/architecture/DOPEMUX_COMPLETE_SYSTEM_v3.md - Complete system architecture
- research/architecture/DOPEMUX_IMPLEMENTATION_BLUEPRINT.md - Technical implementation details
- research/architecture/DOPEMUX_PHASE1_IMPLEMENTATION.md - Phase 1 specific guidance

**ADHD Support Research:**
- research/findings/adhd-support.md - Comprehensive ADHD feature research with effect sizes
- research/findings/leantime-adhd-integration.md - Neurodivergent project mana"				Size	0				docs/04-explanation/prd-dopemux-comprehensive.md	1-19	2025-10-02T03:01:43.734200	2025-10-02T03:01:43.734201	architecture
FEAT-E6F0	5. Design Principles & Constraints	Feature	Proposed		Product Team	SUB-12-EXA-WEB-SEAR|SUB-SECTION-3-CONTE	COMP-5-claude-code-deskto|COMP-1-adhd-first-api-des|COMP-design-decisions-fro	"*   **Guiding Principles:**
    *   Not specified. *(Awaiting document content. Examples could include: ""Stateless services first,"" ""Infrastructure as Code (IaC),"" ""Domain-Driven Design (DDD),"" ""Security by Design,"" ""API-first development."")*

*   **Key Constraints:**
    *   Not specified. *(Awaiting document content. Examples could include: ""Must be deployable on-premises,"" ""Adherence to GDPR and CCPA regulations,"" ""Budgetary limitations on third-party software,"" ""Must integrate with legacy Sy"					0				docs/04-explanation/system-bible.md	1-15	2025-10-02T03:01:43.738279	2025-10-02T03:01:43.738280	api|security|architecture
FEAT-1CFB	4. Non-Functional Requirements (NFRs)	Feature	Proposed		Product Team	SUB-PROJECT-MEMORY-|SUB-4-KEY-ALGORITHM	COMP-4-metamcp-security-a|COMP-preservation-require|COMP-personal-memory-requ	"- **Performance (e.g., latency, throughput).**
    - End-to-end glass-to-glass latency must not exceed 5 seconds.
    - The platform must support ingesting a single 1080p 60fps stream at 8 Mbps.
- **Scalability (e.g., number of users, data volume).**
    - The system must support 1,000 concurrent streamers at launch, with a defined path to scale to 10,000.
- **Security (e.g., authentication, data encryption, compliance).**
    - Authentication must use OAuth 2.0.
    - All stream keys and access"					0				docs/04-explanation/system-bible.md	1-12	2025-10-02T03:01:43.740275	2025-10-02T03:01:43.740276	performance|security|architecture
FEAT-D72F	5. Technical Constraints & Decisions	Feature	Proposed		Product Team	SUB-12-EXA-WEB-SEAR|SUB-SECTION-3-CONTE	COMP-5-claude-code-deskto|COMP-design-decisions-fro|COMP-security-compliance	"- **Are any specific technologies, languages, or platforms mandated?**
    - Backend: Go
    - Frontend: React (as a single-page application)
    - Infrastructure: Must be deployed on AWS.
- **Are there any existing systems this must integrate with?**
    - Yes, it must integrate with the Twitch API and the YouTube Live Streaming API.
- **Are there any architectural decisions already made?**
    - Not mentioned."					0				docs/04-explanation/system-bible.md	1-9	2025-10-02T03:01:43.740895	2025-10-02T03:01:43.740896	api
FEAT-54E1	2. Key Actors & Personas	Feature	Proposed		Product Team	SUB-12-EXA-WEB-SEAR|SUB-2-EXA-RESEARCH-	COMP-security-compliance|COMP-week-3-ux-enhancemen|COMP-3-system-scope-conte	"-   **Marketing Manager (Maria):** A non-technical user who needs to quickly launch and modify promotional campaigns.
-   **Product Manager (Paul):** Defines and runs A/B tests by targeting different user segments with feature flags.
-   **Software Engineer (Devon):** Consumes the configuration via an API to implement features in other applications.
-   **System Administrator (Admin):** Manages user permissions for the system."					0				docs/04-explanation/system-bible.md	1-5	2025-10-02T03:01:43.742104	2025-10-02T03:01:43.742106	api|architecture
FEAT-4B0B	5. Technical Constraints & Decisions	Feature	Proposed		Product Team	SUB-12-EXA-WEB-SEAR|SUB-SECTION-3-CONTE	COMP-5-claude-code-deskto|COMP-design-decisions-fro|COMP-security-compliance	"-   **Mandated Technologies:**
    -   **Language:** Go
    -   **Database:** PostgreSQL (company's shared instance)
    -   **Deployment:** AWS on the existing Kubernetes cluster
-   **Existing System Integrations:**
    -   Must integrate with the existing `AuthService` via gRPC for user authentication and authorization.
-   **Architectural Decisions:**
    -   The system must expose a RESTful API."					0				docs/04-explanation/system-bible.md	1-9	2025-10-02T03:01:43.743710	2025-10-02T03:01:43.743711	database|api|architecture
