from_id	from_type	to_id	to_type	relation	rationale	confidence
RS-29679485	Research	FEAT-A1FF	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-5182	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-A5D9	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-13EA	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-D5B1	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-52BF	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-E06F	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-3294	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-34C0	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-6DA0	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-560D	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-DC17	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-2E0F	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-B3A7	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-EF8C	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-5FFF	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-126C	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-94F1	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-F2F2	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-B217	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-8B50	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-9411	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-AF63	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-22D9	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-5D3E	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-89B7	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-ED97	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-89AA	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-FBFF	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-F00B	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-69E0	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-A65B	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-9A5B	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-6430	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-9CE2	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-01EE	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-EC9E	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-EDE0	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-5B44	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-6774	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-AC72	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-3ADE	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-6CA7	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-50B7	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-07EA	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-B21F	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-1670	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-4F98	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-001C	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-84D2	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-F6DE	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-CB49	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-80B0	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-1761	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-190A	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-3AA1	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-DE9B	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-C94E	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-D87C	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-6D19	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-57C3	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-8346	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-DA98	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-E853	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-8A01	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-A0C2	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-4168	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-0D2C	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-C834	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-C870	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-3F43	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-30CC	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-8C1F	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-BD6E	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-AF1C	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-634E	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-013D	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-0036	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-736F	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-4F12	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-AB41	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-F49E	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-891B	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-3F39	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-4CF5	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-600D	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-5E7D	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-71EB	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-B6D5	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-4CB1	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-490A	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-353D	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-8F86	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-6D91	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-A79A	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-C174	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-9D4C	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-F4A1	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-9DAD	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-0383	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-2DAC	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-4B58	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-86CC	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-58D2	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-23E4	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-109D	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-3463	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-473A	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-1BA7	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-AEF3	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-1F2E	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-DBCC	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-E06D	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-DC27	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-A47A	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-6EE2	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-7BDC	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-AC41	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-6E0A	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-78FB	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-D5A3	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-294E	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-EEFB	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-5B72	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-6F19	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-00CF	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-2309	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-1108	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-02F6	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-3A7A	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-EDE9	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-F2EE	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-2073	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-EF05	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-5F35	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-5C94	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-EF2A	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-5A0D	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-92DE	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-3F77	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-FEB0	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-2A58	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-9DE5	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-A609	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-A79F	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-F58C	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-D56A	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-10D6	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	FEAT-DB46	Feature	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-implementation	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-when-to-use-each-ser	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-correct-approach	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-incorrect-approach-n	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-letta-framework-inte	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-chat-and-diff-interf	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-personalized-accommo	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-final-documentation-	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-ai-assistant-windows	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-performance-sla	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-performance-metrics	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-acronyms-and-abbrevi	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-6-2-api-architecture	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-8-1-testing-strategy	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-3-2-category-2-agent	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-3-4-category-4-neuro	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-3-7-category-7-integ	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-1-1-response-time-de	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-2-2-mcp-server-depen	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-3-privacy-validation	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-implementation-strat	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-advantages-of-letta-	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-identified-for-futur	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-risks-and-mitigation	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-adr-default-embeddin	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-communication-protoc	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-containerized-kubern	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-core-components	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-4-long-context-route	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-provider-configurati	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-adhd-accommodation	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-mcp-server-classific	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-2-research-knowledge	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-5-implement-test-dri	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-core-infrastructure-	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-service-level-integr	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-phase-1-foundation-m	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-2-diff-window	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-3-generation-window	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-what-you-ll-learn	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-start-dopemux-in-the	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-activate-deep-focus-	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-key-features	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-api-key-authenticati	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-api-security-measure	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-versioning-strategy	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-migration-support	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-infrastructure-requi	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-dynamic-interface-ad	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-core-extension-frame	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-integration-with-ext	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-primary-frameworks	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-1-ingestor-system-sr	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-5-indexing-system-sr	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-context7-first-devel	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-optimized-for-node-j	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-optional-llm-depende	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-environment-variable	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-hooks	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-code-style-guideline	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-3-terminal-chat-inte	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-code-style	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-modernization-notes	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-codebase-architectur	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-permissions-guidelin	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-best-practices-for-c	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-documentation-format	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-4-validate-links-py	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-6-git-utils-py	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-7-validate-single-re	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-context7-integration	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-e5233cd1	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-todo-block	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-todo-search	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-96f8eecf	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-natural-language	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-natural-language-exa	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-information-displaye	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-3-development-workfl	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-context7-first-archi	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-automatic-health-che	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-test-pattern-matchin	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-not-yet-implemented	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-logging	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-documentation-requir	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-3-mcp-integration-op	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-run-claude-code-in-e	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-research-mode	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-workflow-transition-	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-primary-interaction-	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-task-structure-field	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-3-serena-server-port	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-mcp-integration-stat	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-phase-2-enhanced-int	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-phase-3-advanced-fea	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-integration-layer	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-status-bar-script-ar	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-mcp-integration-oper	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-1-api-not-enabled-in	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-common-api-setting-n	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-2-created-metamcp-se	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-available-http-endpo	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-integration-status	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-see-the-full-impleme	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-api-design	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-production-readiness	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-immediate-enhancemen	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-impact	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-5-final-configuratio	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-1-active-metamcp-ser	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-option-c-hybrid-appr	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-1-fixed-voyageai-int	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-integration-componen	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-core-functionality-c	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-enhanced-extraction-	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-phase-2-cloud-embedd	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-logging-enhancements	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-document-queries	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-why-leantime	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-4-integration-bridge	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-installation-flow	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-current-development-	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-solid	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-context7-documentati	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-content-for-referenc	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-letta-api-endpoint	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-remember	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-token-optimization-s	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-week-12-production-r	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-custom-template-for-	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-c94b0a37	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-7-leantime-agile-pro	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-10-context7-document	Component	informs	Research provides relevant context	0.68
RS-29679485	Research	COMP-calendar-sync-servic	Component	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-05F0	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-77F5	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-062B	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-4A49	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-5C6F	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-5C44	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-D1A0	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-2318	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-10E1	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-E8D1	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-02F3	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-5182	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-D5B1	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-52BF	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-7D6F	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-4572	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-C812	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-3294	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-2113	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-34C0	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-238D	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-560D	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-DC17	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-B3A7	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-126C	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-B904	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-C65C	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-94F1	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-F2F2	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-B217	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-8B50	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-9411	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-C97B	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-9CE2	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-5B44	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-9C58	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-B21F	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-0382	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-9A90	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-E8E2	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-CB49	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-80B0	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-1761	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-A146	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-190A	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-D937	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-D87C	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-26B4	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-6D19	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-8346	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-DA98	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-E853	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-8A01	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-0D2C	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-634E	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-AB41	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-F49E	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-891B	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-18D9	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-BB86	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-6D1F	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-5E7D	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-2047	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-A1B3	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-6EB8	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-5C7C	Feature	informs	Research provides relevant context	0.68
RS-56649395	Research	FEAT-4B1E	Feature	informs	Research provides relevant context	0.68
